experiment,script,task_type,baseline_mode,dataset_sample_index,reference_text,predicted_text,model_name,input_text,voice_condition,input_sampling_rate,saved_sampling_rate,output_audio_path,output_text_path,output_figure_path,runtime_sec,timestamp,notes,source_csv,workflow_name,sample_index,audio_duration_sec,predicted_text_raw,predicted_text_normalized,reference_text_raw,reference_text_normalized,wer,cer,inference_time_sec,sub_experiment,resampling_rate,decode_policy,predicted_text_clean,raw_wer,raw_cer,clean_wer,clean_cer,chunk_length_s,batch_size,timestamp_mode,input_duration_sec,num_segments,total_words,total_characters,mean_segment_duration_sec,transcript_text,transcript_similarity_to_baseline,text_tag,speaker_condition,speaker_embedding_source,spectrogram_path,waveform_path,spectrogram_frames,spectrogram_bins,waveform_duration_sec,sample_rate_saved,waveform_rms,generation_time_sec,seed,speaking_rate,output_path,waveform_num_samples,prompt_mode,voice_preset,model_sample_rate,saved_sample_rate,save_rate_mode,round_trip_transcription,round_trip_wer,system_id,source_script,asr_evaluator,round_trip_cer,controllability_mode,reused_from_experiment
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:41:58,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,25.0,6.656,I'M I ME TO PAY A BILL I'D LIKE TO MAKE PAYMENT,i m i me to pay a bill i d like to make payment,I need to pay a bill ID like to make payment,i need to pay a bill id like to make payment,0.4545454545454545,0.1590909090909091,0.2166763289997106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:41:58,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,281.0,2.218625,I WANT TO OPEN A JOINT ACCOUNT,i want to open a joint account,I want to open a joint account,i want to open a joint account,0.0,0.0,0.0979130880004959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:41:59,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,250.0,8.52,AM JANGAVASAYS AN I NEED TO CHECK MY CREDIT CADWORKS A THE CAI LIKE IAVA SAY,am jangavasays an i need to check my credit cadworks a the cai like iava say,I'm going overseas and I need to check my credit card works ok but ok overseas,i m going overseas and i need to check my credit card works ok but ok overseas,0.7058823529411765,0.3974358974358974,0.3171453429995381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:41:59,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,228.0,6.687375,I NEED TO CHANGE MY ADDRESS,i need to change my address,I need to change my address,i need to change my address,0.0,0.0,0.2175440979999621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:41:59,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,142.0,13.568,II NEED TO GET MONEY OUT TOMORR AND I'M JUST RUNNING AT ROME WHAT'S THE MAXEM I CAN WITHDRAW FROM THE COUNT THANKS,ii need to get money out tomorr and i m just running at rome what s the maxem i can withdraw from the count thanks,I need to get money out tomorrow and I'm just wondering what's the maximum I can withdraw from my account thanks,i need to get money out tomorrow and i m just wondering what s the maximum i can withdraw from my account thanks,0.3478260869565217,0.2142857142857142,0.4812545089998821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:41:59,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,104.0,2.645375,THE AP ISN'T WORKING,the ap isn t working,the App isn't working,the app isn t working,0.2,0.0476190476190476,0.1238646450001397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:00,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,558.0,14.953625,HOVER I'M I'M JUST CALLING ABOUT SITTING UP A DIRECT DEVERT I'M I'M JUST HOPING THAT YOU COUL HELP ME I HAVEN'T BEEN ABLE DO THIS ARM ON THE APINO JUST WHENT TO TALK TO SOME ONE ABOUT IT TO HELP YOU KNOW SEIT EVERYTHING UP,hover i m i m just calling about sitting up a direct devert i m i m just hoping that you coul help me i haven t been able do this arm on the apino just whent to talk to some one about it to help you know seit everything up,hello I'm I'm just calling about setting up a direct debit I'm I'm just hoping that you could help me I have never do this on the app and I just want to talk to someone about it to help you said everything up,hello i m i m just calling about setting up a direct debit i m i m just hoping that you could help me i have never do this on the app and i just want to talk to someone about it to help you said everything up,0.3541666666666667,0.1923076923076923,0.54089195799952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:00,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,89.0,13.056,EMAT AM AMON TE LOKMACAD OF LOSMACADS AN DED THE FREEZER TO STOPLE TRANSACTIONS CAN YOUAIN PLEASE DO THAT FOR ME,emat am amon te lokmacad of losmacads an ded the freezer to stople transactions can youain please do that for me,hey mate I'm on lock my cardos lost my card so I need the freezer to stop all transactions can you please do that for me,hey mate i m on lock my cardos lost my card so i need the freezer to stop all transactions can you please do that for me,0.6296296296296297,0.2916666666666667,0.467153264999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:01,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,604.0,16.981375,EH GET I MI AM I MAKING A LARGE PURCHASE ON WINE AT SIZIL SENDI AN ESEMES EFROCATION CARRID OR SOMETHING IM NOT SURE HOW THAT WORKS COULD YOU EXPLAIN THAT THANKS,eh get i mi am i making a large purchase on wine at sizil sendi an esemes efrocation carrid or something im not sure how that works could you explain that thanks,g'day mate I'm making a large purchase online it says ill send me an SMS verification code or something not sure how that works could you explain it thanks,g day mate i m making a large purchase online it says ill send me an sms verification code or something not sure how that works could you explain it thanks,0.5483870967741935,0.2709677419354839,0.6602610859999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:01,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,432.0,8.448,I THEH I'M CALLING ABOUT A BUSINESS LAND I WAS WONTEN IF I GET SOME INFORMATION FROM YO PLACE,i theh i m calling about a business land i was wonten if i get some information from yo place,hi there I'm calling about a business loan I was wondering if I could get some information from you please,hi there i m calling about a business loan i was wondering if i could get some information from you please,0.3333333333333333,0.1698113207547169,0.3045796090000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:02,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,32.0,8.12,YOU NEED TO MAKE A PAYMENT AN AVIDU PAYMENT,you need to make a payment an avidu payment,I need to make a payment an overdue payment,i need to make a payment an overdue payment,0.2222222222222222,0.1627906976744186,0.2914198549997309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:02,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,30.0,1.9505,THE OL PIMANT,the ol pimant,bill payment,bill payment,1.5,0.6666666666666666,0.090024613999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
